fig_num,name,num_parts,img_url
fig-002765,Nadakhan,6,https://cdn.rebrickable.com/media/sets/fig-002765.jpg
fig-002766,"Zane, Echo Zane",4,https://cdn.rebrickable.com/media/sets/fig-002766.jpg
fig-002767,Flintlocke with Shoulder Armour,6,https://cdn.rebrickable.com/media/sets/fig-002767.jpg
fig-002768,Nya (Skybound),5,https://cdn.rebrickable.com/media/sets/fig-002768.jpg
fig-002769,Jay with Dual Sided Head (Skybound),5,https://cdn.rebrickable.com/media/sets/fig-002769.jpg
fig-002770,Dogshank (Big Fig),7,https://cdn.rebrickable.com/media/sets/fig-002770.jpg
fig-002771,Cole Ghost with Head Wrap (Skybound),5,https://cdn.rebrickable.com/media/sets/fig-002771.jpg
fig-002772,Master Wu (Skybound),6,https://cdn.rebrickable.com/media/sets/fig-002772.jpg
fig-002773,Sqiffy with Neck Bracket,5,https://cdn.rebrickable.com/media/sets/fig-002773.jpg
fig-002774,Nya with Neck Bracket and Tile with Clip,6,https://cdn.rebrickable.com/media/sets/fig-002774.jpg
fig-002775,Kai (Skybound),4,https://cdn.rebrickable.com/media/sets/fig-002775.jpg
fig-002776,Cole with Hair (Legacy) - Manter Torso,5,https://cdn.rebrickable.com/media/sets/fig-002776.jpg
fig-002777,"Blacktron II - Jetpack, 3626a Head, No Plate 1 x 1 Round",6,https://cdn.rebrickable.com/media/sets/fig-002777.jpg
fig-002778,Overlord (Legacy),6,https://cdn.rebrickable.com/media/sets/fig-002778.jpg
fig-002779,Lloyd (Legacy) - MANTER,5,https://cdn.rebrickable.com/media/sets/fig-002779.jpg
fig-002780,"Nindroid with Dual Sided Head, Wraps (Legacy)",4,https://cdn.rebrickable.com/media/sets/fig-002780.jpg
fig-002781,Bonezai with Shoulder Armour,7,https://cdn.rebrickable.com/media/sets/fig-002781.jpg
fig-002782,Kruncha with Horizontal Hand Clips,7,https://cdn.rebrickable.com/media/sets/fig-002782.jpg
fig-002783,Nuckal with Horizontal Hand Clips,7,https://cdn.rebrickable.com/media/sets/fig-002783.jpg
fig-002784,Kai (Secrets of the Forbidden Spinjitzu),5,https://cdn.rebrickable.com/media/sets/fig-002784.jpg
fig-002785,Pyro Destroyer,4,https://cdn.rebrickable.com/media/sets/fig-002785.jpg
fig-002786,Lloyd FS,4,https://cdn.rebrickable.com/media/sets/fig-002786.jpg
fig-002787,Akita,5,https://cdn.rebrickable.com/media/sets/fig-002787.jpg
fig-002788,Blizzard Sword Master,5,https://cdn.rebrickable.com/media/sets/fig-002788.jpg
fig-002789,General Vex,5,https://cdn.rebrickable.com/media/sets/fig-002789.jpg
fig-002790,Blizzard Archer,5,https://cdn.rebrickable.com/media/sets/fig-002790.jpg
fig-002791,Daddy No Legs,28,https://cdn.rebrickable.com/media/sets/fig-002791.jpg
fig-002792,Kai FS,4,https://cdn.rebrickable.com/media/sets/fig-002792.jpg
fig-002793,Aspheera,4,https://cdn.rebrickable.com/media/sets/fig-002793.jpg
fig-002794,Pyro Slayer with Neck Bracket,4,https://cdn.rebrickable.com/media/sets/fig-002794.jpg
fig-002795,Pyro Slayer,3,https://cdn.rebrickable.com/media/sets/fig-002795.jpg
fig-002796,Nya (Secrets of the Forbidden Spinjitzu),5,https://cdn.rebrickable.com/media/sets/fig-002796.jpg
fig-002797,Master Wu with Fuzzy Cape,6,https://cdn.rebrickable.com/media/sets/fig-002797.jpg
fig-002798,Char,4,https://cdn.rebrickable.com/media/sets/fig-002798.jpg
fig-002799,Cole FS,4,https://cdn.rebrickable.com/media/sets/fig-002799.jpg
fig-002800,Jay (Secrets of the Forbidden Spinjitzu),5,https://cdn.rebrickable.com/media/sets/fig-002800.jpg
fig-002801,Zane (Hunted),6,https://cdn.rebrickable.com/media/sets/fig-002801.jpg
fig-002802,Muzzle,5,https://cdn.rebrickable.com/media/sets/fig-002802.jpg
fig-002803,Jay with Shoulder Armor (Hunted),6,https://cdn.rebrickable.com/media/sets/fig-002803.jpg
fig-002804,Daddy No Legs with Printed Round Tile,27,https://cdn.rebrickable.com/media/sets/fig-002804.jpg
fig-002805,Zane (Sons of Garmadon),6,https://cdn.rebrickable.com/media/sets/fig-002805.jpg
fig-002806,Zane in White Training Gi,5,https://cdn.rebrickable.com/media/sets/fig-002806.jpg
fig-002807,"Skeleton, Standard Face, Bandana, Short Black Leg",7,https://cdn.rebrickable.com/media/sets/fig-002807.jpg
fig-002808,Mr. E with Helmet with Trans-Red Visor,6,https://cdn.rebrickable.com/media/sets/fig-002808.jpg
fig-002809,Harumi in Princess Outfit (Sons of Garmadon),5,https://cdn.rebrickable.com/media/sets/fig-002809.jpg
fig-002810,Chopper Maroon,5,https://cdn.rebrickable.com/media/sets/fig-002810.jpg
fig-002811,Lord Garmadon (Resurrected),5,https://cdn.rebrickable.com/media/sets/fig-002811.jpg
fig-002812,Hutchins,6,https://cdn.rebrickable.com/media/sets/fig-002812.jpg
fig-002813,Cole with Scabbard (Sons of Garmadon),6,https://cdn.rebrickable.com/media/sets/fig-002813.jpg
fig-002814,Harumi (Hunted),4,https://cdn.rebrickable.com/media/sets/fig-002814.jpg
fig-002815,Jay (Sons of Garmadon),6,https://cdn.rebrickable.com/media/sets/fig-002815.jpg
fig-002816,Killow (Big Fig),12,https://cdn.rebrickable.com/media/sets/fig-002816.jpg
fig-002817,Skylor (Hunted),6,https://cdn.rebrickable.com/media/sets/fig-002817.jpg
fig-002818,Nya with Dual Sided Head (Hunted),5,https://cdn.rebrickable.com/media/sets/fig-002818.jpg
fig-002819,Lloyd with Hair (Hunted),4,https://cdn.rebrickable.com/media/sets/fig-002819.jpg
fig-002820,Lloyd in White Training Gi,4,https://cdn.rebrickable.com/media/sets/fig-002820.jpg
fig-002821,Nya in White Training Gi with Bob Cut Hair,4,https://cdn.rebrickable.com/media/sets/fig-002821.jpg
fig-002822,Richie - Black Katana Holder,5,https://cdn.rebrickable.com/media/sets/fig-002822.jpg
fig-002823,Kai / Digi Kai with Shoulder Armor,5,https://cdn.rebrickable.com/media/sets/fig-002823.jpg
fig-002824,Jay / Digi Jay with Shoulder Armor,5,https://cdn.rebrickable.com/media/sets/fig-002824.jpg
fig-002825,Hausner with Scabbard,5,https://cdn.rebrickable.com/media/sets/fig-002825.jpg
fig-002826,"Kai, Avatar",4,https://cdn.rebrickable.com/media/sets/fig-002826.jpg
fig-002827,Lord Garmadon with Single Torso (Legacy),5,https://cdn.rebrickable.com/media/sets/fig-002827.jpg
fig-002828,Lasha (Legacy),4,https://cdn.rebrickable.com/media/sets/fig-002828.jpg
fig-002829,Spitta (Legacy),3,https://cdn.rebrickable.com/media/sets/fig-002829.jpg
fig-002830,"Pythor P. Chumsworth, Purple (Legacy)",3,https://cdn.rebrickable.com/media/sets/fig-002830.jpg
fig-002831,Lord Garmadon (Legacy),6,https://cdn.rebrickable.com/media/sets/fig-002831.jpg
fig-002832,Hausner,4,https://cdn.rebrickable.com/media/sets/fig-002832.jpg
fig-002833,Cole / Digi Cole,4,https://cdn.rebrickable.com/media/sets/fig-002833.jpg
fig-002834,Unagami,6,https://cdn.rebrickable.com/media/sets/fig-002834.jpg
fig-002835,Unagami with Trans-Neon Orange Base,8,https://cdn.rebrickable.com/media/sets/fig-002835.jpg
fig-002836,Sushimi,5,https://cdn.rebrickable.com/media/sets/fig-002836.jpg
fig-002837,Cole / Digi Cole with Scabbard,5,https://cdn.rebrickable.com/media/sets/fig-002837.jpg
fig-002838,Red Visor,6,https://cdn.rebrickable.com/media/sets/fig-002838.jpg
fig-002839,Zane / Avatar Zane Pink,4,https://cdn.rebrickable.com/media/sets/fig-002839.jpg
fig-002840,Cole / Avatar Cole,5,https://cdn.rebrickable.com/media/sets/fig-002840.jpg
fig-002841,Harumi / Avatar Harumi,4,https://cdn.rebrickable.com/media/sets/fig-002841.jpg
fig-002842,Nya / Avatar Nya,5,https://cdn.rebrickable.com/media/sets/fig-002842.jpg
fig-002843,Scott,4,https://cdn.rebrickable.com/media/sets/fig-002843.jpg
fig-002844,Okino,4,https://cdn.rebrickable.com/media/sets/fig-002844.jpg
fig-002845,Stone Army Scout (Legacy),5,https://cdn.rebrickable.com/media/sets/fig-002845.jpg
fig-002846,"Lloyd / Golden Ninja, Right Shoulder Armor (Legacy)",5,https://cdn.rebrickable.com/media/sets/fig-002846.jpg
fig-002847,General Kozu (Legacy),7,https://cdn.rebrickable.com/media/sets/fig-002847.jpg
fig-002848,Nya / Digi Nya,5,https://cdn.rebrickable.com/media/sets/fig-002848.jpg
fig-002849,Nindroid with Neck Bracket (Legacy),4,https://cdn.rebrickable.com/media/sets/fig-002849.jpg
fig-002850,Nindroid with Short Legs and Back Connector (Legacy),9,https://cdn.rebrickable.com/media/sets/fig-002850.jpg
fig-002851,Zane / Golden Ninja (Legacy),4,https://cdn.rebrickable.com/media/sets/fig-002851.jpg
fig-002852,Nindroid Warrior with Single Sided Head (Legacy),4,https://cdn.rebrickable.com/media/sets/fig-002852.jpg
fig-002853,Scott with Neck Bracket,5,https://cdn.rebrickable.com/media/sets/fig-002853.jpg
fig-002854,"Jay, Merchant",5,https://cdn.rebrickable.com/media/sets/fig-002854.jpg
fig-002855,Nindroid (Legacy),3,https://cdn.rebrickable.com/media/sets/fig-002855.jpg
fig-002856,Nuckal (Legacy),8,https://cdn.rebrickable.com/media/sets/fig-002856.jpg
fig-002857,Kruncha (Legacy),8,https://cdn.rebrickable.com/media/sets/fig-002857.jpg
fig-002858,Samurai X / Nya (Legacy),7,https://cdn.rebrickable.com/media/sets/fig-002858.jpg
fig-002859,Lloyd / Golden Ninja (Legacy),4,https://cdn.rebrickable.com/media/sets/fig-002859.jpg
fig-002860,Stone Army Scout with Short Legs and Quiver (Legacy),5,https://cdn.rebrickable.com/media/sets/fig-002860.jpg
fig-002861,Blizzard Warrior / Samurai,5,https://cdn.rebrickable.com/media/sets/fig-002861.jpg
fig-002862,Lloyd with Hair (Secrets of the Forbidden Spinjitzu),6,https://cdn.rebrickable.com/media/sets/fig-002862.jpg
fig-002863,Zane FS,4,https://cdn.rebrickable.com/media/sets/fig-002863.jpg
fig-002864,Lloyd (Secrets of the Forbidden Spinjitzu),5,https://cdn.rebrickable.com/media/sets/fig-002864.jpg
fig-002865,Lloyd in Sons of Garmadon Outfit (Legacy),4,https://cdn.rebrickable.com/media/sets/fig-002865.jpg
fig-002866,Jay FS,4,https://cdn.rebrickable.com/media/sets/fig-002866.jpg
fig-002867,Zane (Secrets of the Forbidden Spinjitzu),5,https://cdn.rebrickable.com/media/sets/fig-002867.jpg
fig-002868,Wyplash (Legacy),7,https://cdn.rebrickable.com/media/sets/fig-002868.jpg
fig-002869,Pyro Whipper with Shoulder Armor,4,https://cdn.rebrickable.com/media/sets/fig-002869.jpg
fig-002870,Nya FS,4,https://cdn.rebrickable.com/media/sets/fig-002870.jpg
fig-002871,Kai (Sons of Garmadon),6,https://cdn.rebrickable.com/media/sets/fig-002871.jpg
fig-002872,Luke Cunningham,6,https://cdn.rebrickable.com/media/sets/fig-002872.jpg
fig-002873,Shark Army Thug with Yellow Arms,4,https://cdn.rebrickable.com/media/sets/fig-002873.jpg
fig-002874,Kai with Hair and Shoulder Armor (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002874.jpg
fig-002875,Misako (Koko) / Lady Iron Dragon,6,https://cdn.rebrickable.com/media/sets/fig-002875.jpg
fig-002876,Ray with Conical Hat,4,https://cdn.rebrickable.com/media/sets/fig-002876.jpg
fig-002877,Cole (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002877.jpg
fig-002878,Fred Finley,4,https://cdn.rebrickable.com/media/sets/fig-002878.jpg
fig-002879,Mike the Spike,4,https://cdn.rebrickable.com/media/sets/fig-002879.jpg
fig-002880,Crusher,5,https://cdn.rebrickable.com/media/sets/fig-002880.jpg
fig-002881,Nails,5,https://cdn.rebrickable.com/media/sets/fig-002881.jpg
fig-002882,Ultra Violet,6,https://cdn.rebrickable.com/media/sets/fig-002882.jpg
fig-002883,Skip Vicious,6,https://cdn.rebrickable.com/media/sets/fig-002883.jpg
fig-002884,Zane in Snake Jaguar Disguise (Sons of Garmadon),6,https://cdn.rebrickable.com/media/sets/fig-002884.jpg
fig-002885,Lloyd in Spinjitzu Masters Outfit (Sons of Garmadon),5,https://cdn.rebrickable.com/media/sets/fig-002885.jpg
fig-002886,Lloyd with Scabbard (Sons of Garmadon),6,https://cdn.rebrickable.com/media/sets/fig-002886.jpg
fig-002887,Zane with Hair and Quiver (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002887.jpg
fig-002888,Stone Snake Temple Guardian Statue,5,https://cdn.rebrickable.com/media/sets/fig-002888.jpg
fig-002889,Nya with Hair and Skirt (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002889.jpg
fig-002890,Kai with Hair and Scabbard (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002890.jpg
fig-002891,Lord Garmadon in Jungle Outfit (LEGO Ninjago Movie),6,https://cdn.rebrickable.com/media/sets/fig-002891.jpg
fig-002892,"Skeleton, Standard Face, Bent Arms, Vertical Hand Clips, 60115 Torso",6,https://cdn.rebrickable.com/media/sets/fig-002892.jpg
fig-002893,Master Wu in White Robes (LEGO Ninjago Movie),6,https://cdn.rebrickable.com/media/sets/fig-002893.jpg
fig-002894,Cole with Hair in Bun (LEGO Ninjago Movie),4,https://cdn.rebrickable.com/media/sets/fig-002894.jpg
fig-002895,Jay with Hair (LEGO Ninjago Movie),4,https://cdn.rebrickable.com/media/sets/fig-002895.jpg
fig-002896,Lloyd with Hair (LEGO Ninjago Movie),4,https://cdn.rebrickable.com/media/sets/fig-002896.jpg
fig-002897,Cole with Top Knot,4,https://cdn.rebrickable.com/media/sets/fig-002897.jpg
fig-002898,Kai (Hunted),5,https://cdn.rebrickable.com/media/sets/fig-002898.jpg
fig-002899,Jet Jack,5,https://cdn.rebrickable.com/media/sets/fig-002899.jpg
fig-002900,Kai with Scabbard (Hunted),6,https://cdn.rebrickable.com/media/sets/fig-002900.jpg
fig-002901,Heavy Metal / Faith with Hat,5,https://cdn.rebrickable.com/media/sets/fig-002901.jpg
fig-002902,Cole with Bandana (Hunted),5,https://cdn.rebrickable.com/media/sets/fig-002902.jpg
fig-002903,Chew Toy,6,https://cdn.rebrickable.com/media/sets/fig-002903.jpg
fig-002904,Skullbreaker,5,https://cdn.rebrickable.com/media/sets/fig-002904.jpg
fig-002905,Dragon Hunter with Dark Brown Hat,4,https://cdn.rebrickable.com/media/sets/fig-002905.jpg
fig-002906,Arkade,5,https://cdn.rebrickable.com/media/sets/fig-002906.jpg
fig-002907,Kai with Scabbard (Hunted),6,https://cdn.rebrickable.com/media/sets/fig-002907.jpg
fig-002908,Cole with Orange Asian Symbol on Head Wrap (Hunted),5,https://cdn.rebrickable.com/media/sets/fig-002908.jpg
fig-002909,Dragon Master / Master Wu (Hunted),6,https://cdn.rebrickable.com/media/sets/fig-002909.jpg
fig-002910,Nomis / Hot Dog Guy,4,https://cdn.rebrickable.com/media/sets/fig-002910.jpg
fig-002911,Nancy,4,https://cdn.rebrickable.com/media/sets/fig-002911.jpg
fig-002912,Lord Garmadon (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002912.jpg
fig-002913,Lloyd (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002913.jpg
fig-002914,Hammer Head,5,https://cdn.rebrickable.com/media/sets/fig-002914.jpg
fig-002915,Steve,4,https://cdn.rebrickable.com/media/sets/fig-002915.jpg
fig-002916,Four Eyes,5,https://cdn.rebrickable.com/media/sets/fig-002916.jpg
fig-002917,General #1,4,https://cdn.rebrickable.com/media/sets/fig-002917.jpg
fig-002918,Officer Toque,4,https://cdn.rebrickable.com/media/sets/fig-002918.jpg
fig-002919,Ham,4,https://cdn.rebrickable.com/media/sets/fig-002919.jpg
fig-002920,Nya in Leather Jacket,4,https://cdn.rebrickable.com/media/sets/fig-002920.jpg
fig-002921,Shark Army Thug,4,https://cdn.rebrickable.com/media/sets/fig-002921.jpg
fig-002922,Lloyd Garmadon in Dark Green Hoodie,4,https://cdn.rebrickable.com/media/sets/fig-002922.jpg
fig-002923,Master Wu with Tan Hat,5,https://cdn.rebrickable.com/media/sets/fig-002923.jpg
fig-002924,Lloyd with Shoulder Armor (Hands of Time),5,https://cdn.rebrickable.com/media/sets/fig-002924.jpg
fig-002925,Jay with Shoulder Armor (Hands of Time),5,https://cdn.rebrickable.com/media/sets/fig-002925.jpg
fig-002926,Commander Blunck,5,https://cdn.rebrickable.com/media/sets/fig-002926.jpg
fig-002927,"Time Twin, Young (Acronix / Krux)",5,https://cdn.rebrickable.com/media/sets/fig-002927.jpg
fig-002928,"Time Twin, Old (Acronix / Krux)",5,https://cdn.rebrickable.com/media/sets/fig-002928.jpg
fig-002929,Tannin,4,https://cdn.rebrickable.com/media/sets/fig-002929.jpg
fig-002930,Jay (Hands of Time),4,https://cdn.rebrickable.com/media/sets/fig-002930.jpg
fig-002931,Jay (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002931.jpg
fig-002932,Lauren,4,https://cdn.rebrickable.com/media/sets/fig-002932.jpg
fig-002933,Kai in Fire Mech Outfit (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002933.jpg
fig-002934,Jelly with Neck Bracket,7,https://cdn.rebrickable.com/media/sets/fig-002934.jpg
fig-002935,Henry,4,https://cdn.rebrickable.com/media/sets/fig-002935.jpg
fig-002936,Hammer Head with Black Beard,5,https://cdn.rebrickable.com/media/sets/fig-002936.jpg
fig-002937,Takuma,4,https://cdn.rebrickable.com/media/sets/fig-002937.jpg
fig-002938,Jelly,5,https://cdn.rebrickable.com/media/sets/fig-002938.jpg
fig-002939,Hammer Head,5,https://cdn.rebrickable.com/media/sets/fig-002939.jpg
fig-002940,Shark Army Great White with Scuba Airtanks,5,https://cdn.rebrickable.com/media/sets/fig-002940.jpg
fig-002941,Pat,4,https://cdn.rebrickable.com/media/sets/fig-002941.jpg
fig-002942,Lord Garmadon with Cloth Robes (LEGO Ninjago Movie),6,https://cdn.rebrickable.com/media/sets/fig-002942.jpg
fig-002943,Shark Army Gunner / Charlie,4,https://cdn.rebrickable.com/media/sets/fig-002943.jpg
fig-002944,Torben,4,https://cdn.rebrickable.com/media/sets/fig-002944.jpg
fig-002945,Patty Keys,4,https://cdn.rebrickable.com/media/sets/fig-002945.jpg
fig-002946,Shark Army Angler,5,https://cdn.rebrickable.com/media/sets/fig-002946.jpg
fig-002947,Crusty,5,https://cdn.rebrickable.com/media/sets/fig-002947.jpg
fig-002948,Ed Walker,4,https://cdn.rebrickable.com/media/sets/fig-002948.jpg
fig-002949,Edna Walker,4,https://cdn.rebrickable.com/media/sets/fig-002949.jpg
fig-002950,Jelly with Dark Red Beard,5,https://cdn.rebrickable.com/media/sets/fig-002950.jpg
fig-002951,Cole (LEGO Ninjago Movie),5,https://cdn.rebrickable.com/media/sets/fig-002951.jpg
fig-002952,Shen-Li,5,https://cdn.rebrickable.com/media/sets/fig-002952.jpg
fig-002953,Tommy,4,https://cdn.rebrickable.com/media/sets/fig-002953.jpg
fig-002954,Severin Black,4,https://cdn.rebrickable.com/media/sets/fig-002954.jpg
fig-002955,Sally,4,https://cdn.rebrickable.com/media/sets/fig-002955.jpg
fig-002956,Officer Noonan,4,https://cdn.rebrickable.com/media/sets/fig-002956.jpg
fig-002957,Mother Doomsday with Galidor Logo on Shirt,4,https://cdn.rebrickable.com/media/sets/fig-002957.jpg
fig-002958,Misako (Koko),4,https://cdn.rebrickable.com/media/sets/fig-002958.jpg
fig-002959,Mannequin with Pearl Gold Hood,4,https://cdn.rebrickable.com/media/sets/fig-002959.jpg
fig-002960,Mannequin with Hat and Scarf,5,https://cdn.rebrickable.com/media/sets/fig-002960.jpg
fig-002961,Konrad,7,https://cdn.rebrickable.com/media/sets/fig-002961.jpg
fig-002962,Kai with Hair and Open Red Jacket (LEGO Ninjago Movie),4,https://cdn.rebrickable.com/media/sets/fig-002962.jpg
fig-002963,Juno,4,https://cdn.rebrickable.com/media/sets/fig-002963.jpg
fig-002964,Jamanakai Villager,5,https://cdn.rebrickable.com/media/sets/fig-002964.jpg
fig-002965,Ivy Walker,4,https://cdn.rebrickable.com/media/sets/fig-002965.jpg
fig-002966,Guy,4,https://cdn.rebrickable.com/media/sets/fig-002966.jpg
fig-002967,Green Ninja Suit,5,https://cdn.rebrickable.com/media/sets/fig-002967.jpg
fig-002968,Kai with Scabbard (Skybound),5,https://cdn.rebrickable.com/media/sets/fig-002968.jpg
fig-002969,Zane in Prison Outfit,4,https://cdn.rebrickable.com/media/sets/fig-002969.jpg
fig-002970,Prison Guard,4,https://cdn.rebrickable.com/media/sets/fig-002970.jpg
fig-002971,Giant Stone Warrior,7,https://cdn.rebrickable.com/media/sets/fig-002971.jpg
fig-002972,Captain Soto,5,https://cdn.rebrickable.com/media/sets/fig-002972.jpg
fig-002973,Flintlocke with Epaulettes,7,https://cdn.rebrickable.com/media/sets/fig-002973.jpg
fig-002974,Lloyd with Large Shoulder Armour (Skybound),6,https://cdn.rebrickable.com/media/sets/fig-002974.jpg
fig-002975,Jay with Eyepatch (Skybound),5,https://cdn.rebrickable.com/media/sets/fig-002975.jpg
fig-002976,Clancee with Epaulettes,4,https://cdn.rebrickable.com/media/sets/fig-002976.jpg
fig-002977,Doubloon with Epaulettes,6,https://cdn.rebrickable.com/media/sets/fig-002977.jpg
fig-002978,Zane (Skybound),5,https://cdn.rebrickable.com/media/sets/fig-002978.jpg
fig-002979,Lloyd (Skybound),4,https://cdn.rebrickable.com/media/sets/fig-002979.jpg
fig-002980,Krazi,7,https://cdn.rebrickable.com/media/sets/fig-002980.jpg
fig-002981,Cole ZX,4,https://cdn.rebrickable.com/media/sets/fig-002981.jpg
fig-002982,Acidicus,3,https://cdn.rebrickable.com/media/sets/fig-002982.jpg
fig-002983,Chokun,3,https://cdn.rebrickable.com/media/sets/fig-002983.jpg
fig-002984,Skalidor,3,https://cdn.rebrickable.com/media/sets/fig-002984.jpg
fig-002985,Master Wu with Pearl Gold Hat,5,https://cdn.rebrickable.com/media/sets/fig-002985.jpg
fig-002986,Zane ZX,4,https://cdn.rebrickable.com/media/sets/fig-002986.jpg
fig-002987,Skeleton with Round Brick Head and Round Red Plate Base (Bowling Pin),7,https://cdn.rebrickable.com/media/sets/fig-002987.jpg
fig-002988,Chopov,6,https://cdn.rebrickable.com/media/sets/fig-002988.jpg
fig-002989,Lord Garmadon / Overlord (The Final Battle),7,https://cdn.rebrickable.com/media/sets/fig-002989.jpg
fig-002990,Scout with Yellow Face,5,https://cdn.rebrickable.com/media/sets/fig-002990.jpg
fig-002991,Swordsman with Blue Face,5,https://cdn.rebrickable.com/media/sets/fig-002991.jpg
fig-002992,Dareth with Gold Decorations on Legs,4,https://cdn.rebrickable.com/media/sets/fig-002992.jpg
fig-002993,Nindroid Warrior with Single Sided Head (Rebooted),4,https://cdn.rebrickable.com/media/sets/fig-002993.jpg
fig-002994,Kai NRG,4,https://cdn.rebrickable.com/media/sets/fig-002994.jpg
fig-002995,Scout with Blue Face,5,https://cdn.rebrickable.com/media/sets/fig-002995.jpg
fig-002996,Swordsman with Yellow Face,5,https://cdn.rebrickable.com/media/sets/fig-002996.jpg
fig-002997,Cole (The Final Battle),4,https://cdn.rebrickable.com/media/sets/fig-002997.jpg
fig-002998,Zane (The Final Battle),4,https://cdn.rebrickable.com/media/sets/fig-002998.jpg
fig-002999,General Kozu (The Final Battle),7,https://cdn.rebrickable.com/media/sets/fig-002999.jpg
fig-003000,Warrior (The Final Battle),7,https://cdn.rebrickable.com/media/sets/fig-003000.jpg
fig-003001,Kai (The Final Battle),4,https://cdn.rebrickable.com/media/sets/fig-003001.jpg
fig-003002,Zane in Damaged Techno Robes (Rebooted),5,https://cdn.rebrickable.com/media/sets/fig-003002.jpg
fig-003003,Nindroid Drone with Neck Bracket,4,https://cdn.rebrickable.com/media/sets/fig-003003.jpg
fig-003004,Nindroid Warrior,4,https://cdn.rebrickable.com/media/sets/fig-003004.jpg
fig-003005,Pixal / P.I.X.A.L (Rebooted),4,https://cdn.rebrickable.com/media/sets/fig-003005.jpg
fig-003006,Nindroid Warrior with Plain Legs,4,https://cdn.rebrickable.com/media/sets/fig-003006.jpg
fig-003007,Nindroid Warrior with Neck Bracket,5,https://cdn.rebrickable.com/media/sets/fig-003007.jpg
fig-003008,Ghost Scythe Master Ghoultar,6,https://cdn.rebrickable.com/media/sets/fig-003008.jpg
fig-003009,"Skeleton, Standard Face, Angular Rib Cage, Bent Arms, Vertical Hand Clips",6,https://cdn.rebrickable.com/media/sets/fig-003009.jpg
fig-003010,Samurai X / Nya (Possession) /  (Tournament of Elements),7,https://cdn.rebrickable.com/media/sets/fig-003010.jpg
fig-003011,"Lloyd, Possessed",5,https://cdn.rebrickable.com/media/sets/fig-003011.jpg
fig-003012,Kai in Deepstone Shoulder Armor (Possession),5,https://cdn.rebrickable.com/media/sets/fig-003012.jpg
fig-003013,Jay in Deepstone Shoulder Armor (Possession),5,https://cdn.rebrickable.com/media/sets/fig-003013.jpg
fig-003014,Cole (Tournament of Elements),5,https://cdn.rebrickable.com/media/sets/fig-003014.jpg
fig-003015,Ghost Warrior Wail,5,https://cdn.rebrickable.com/media/sets/fig-003015.jpg
fig-003016,Ghost Warrior Ghurka,6,https://cdn.rebrickable.com/media/sets/fig-003016.jpg
fig-003017,Ghost Blade Master Bansha,5,https://cdn.rebrickable.com/media/sets/fig-003017.jpg
fig-003018,Jay in Deepstone Armor with Neck Bracket (Possession),5,https://cdn.rebrickable.com/media/sets/fig-003018.jpg
fig-003019,Kapau,4,https://cdn.rebrickable.com/media/sets/fig-003019.jpg
fig-003020,Lloyd with Hair (Tournament of Elements),5,https://cdn.rebrickable.com/media/sets/fig-003020.jpg
fig-003021,Chop'rai,4,https://cdn.rebrickable.com/media/sets/fig-003021.jpg
fig-003022,"Pythor P. Chumsworth, White (Tournament of Elements)",3,https://cdn.rebrickable.com/media/sets/fig-003022.jpg
fig-003023,Garmadon,4,https://cdn.rebrickable.com/media/sets/fig-003023.jpg
fig-003024,Nindroid Warrior with Neck Bracket with Stud,5,https://cdn.rebrickable.com/media/sets/fig-003024.jpg
fig-003025,"Master Wu, Evil (Rebooted)",5,https://cdn.rebrickable.com/media/sets/fig-003025.jpg
fig-003026,Lloyd in Techno Robe Outfit (Rebooted),5,https://cdn.rebrickable.com/media/sets/fig-003026.jpg
fig-003027,Sensei Garmadon,4,https://cdn.rebrickable.com/media/sets/fig-003027.jpg
fig-003028,Lloyd in Techno Robe Outfit and Shoulder Armor (Rebooted),6,https://cdn.rebrickable.com/media/sets/fig-003028.jpg
fig-003029,Cyrus Borg / OverBorg (Rebooted),4,https://cdn.rebrickable.com/media/sets/fig-003029.jpg
fig-003030,Jay in Techno Robe Outfit (Rebooted),5,https://cdn.rebrickable.com/media/sets/fig-003030.jpg
fig-003031,Cole in Techno Robe Outfit (Rebooted),5,https://cdn.rebrickable.com/media/sets/fig-003031.jpg
fig-003032,Ghost Warrior Cowler with Scabbard,6,https://cdn.rebrickable.com/media/sets/fig-003032.jpg
fig-003033,Ghost Ninja Hackler / Warrior Yokai with Scabbard,5,https://cdn.rebrickable.com/media/sets/fig-003033.jpg
fig-003034,Cole in Jungle Robes (Tournament of Elements),4,https://cdn.rebrickable.com/media/sets/fig-003034.jpg
fig-003035,Master Wu (Possession),5,https://cdn.rebrickable.com/media/sets/fig-003035.jpg
fig-003036,Nya with Shoulder Armor (Possession),5,https://cdn.rebrickable.com/media/sets/fig-003036.jpg
