fig_num,name,num_parts,img_url
fig-000100,"Man, Blue Torso, Black Legs, Red Hard Hat",4,https://cdn.rebrickable.com/media/sets/fig-000100.jpg
fig-000101,"Man, Blue Overalls over Shirt, Red Hard Hat, Orange Vest, Orange Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-000101.jpg
fig-000102,"Space Port Ground Grew, White Jacket, Black Legs, White Hard Hat, Beard and Glasses",4,https://cdn.rebrickable.com/media/sets/fig-000102.jpg
fig-000103,"Astronaut, White, Light Gray Hips, Helmet with Large Chrome Gold Visor, Headset",5,https://cdn.rebrickable.com/media/sets/fig-000103.jpg
fig-000104,"Racer, Plain Black, White Helmet (3842b Helmet)",4,https://cdn.rebrickable.com/media/sets/fig-000104.jpg
fig-000105,"Spaceman, Doc",5,https://cdn.rebrickable.com/media/sets/fig-000105.jpg
fig-000106,"Blacktron II - Jetpack, 3626a Head",8,https://cdn.rebrickable.com/media/sets/fig-000106.jpg
fig-000107,"Blacktron II - Jetpack, 3626b Head",8,https://cdn.rebrickable.com/media/sets/fig-000107.jpg
fig-000108,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Hat, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-000108.jpg
fig-000109,Cole (The Golden Weapons),4,https://cdn.rebrickable.com/media/sets/fig-000109.jpg
fig-000110,Mermaid,4,https://cdn.rebrickable.com/media/sets/fig-000110.jpg
fig-000111,Zane DX,4,https://cdn.rebrickable.com/media/sets/fig-000111.jpg
fig-000112,LEGOLAND Red with Black hat,4,https://cdn.rebrickable.com/media/sets/fig-000112.jpg
fig-000113,Ice Planet - White Hair,6,https://cdn.rebrickable.com/media/sets/fig-000113.jpg
fig-000114,Spyrius,6,https://cdn.rebrickable.com/media/sets/fig-000114.jpg
fig-000115,TC-4,3,https://cdn.rebrickable.com/media/sets/fig-000115.jpg
fig-000116,"Arctic Crew, Black, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-000116.jpg
fig-000117,Sumo Wrestler (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000117.jpg
fig-000118,"Paramedic, Vibrant Yellow Safety Vest, Dark Turquoise Legs, Dark Orange Hair",4,https://cdn.rebrickable.com/media/sets/fig-000118.jpg
fig-000119,Spaceman (23318 Visor),5,https://cdn.rebrickable.com/media/sets/fig-000119.jpg
fig-000120,"Santa, Plain Yellow, Black Hips",5,https://cdn.rebrickable.com/media/sets/fig-000120.jpg
fig-000121,"White Torso, Red Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-000121.jpg
fig-000122,Legolas Greenleaf,4,https://cdn.rebrickable.com/media/sets/fig-000122.jpg
fig-000123,Snap Lockitt,4,https://cdn.rebrickable.com/media/sets/fig-000123.jpg
fig-000124,"Chewbacca, Reddish Brown",3,https://cdn.rebrickable.com/media/sets/fig-000124.jpg
fig-000125,Worriz in Fire Chi Outfit,4,https://cdn.rebrickable.com/media/sets/fig-000125.jpg
fig-000126,"Racer, Yellow and White Outfit with Tiger, Black Diving Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-000126.jpg
fig-000127,"Construction Worker, Blue Overalls, Red Hard Hat",4,https://cdn.rebrickable.com/media/sets/fig-000127.jpg
fig-000128,"Man, White Vest with Truck, Blue Legs, Red Cap (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000128.jpg
fig-000129,Director,4,https://cdn.rebrickable.com/media/sets/fig-000129.jpg
fig-000130,"White Torso, Black Legs, Dark Brown Hair, Glasses",4,https://cdn.rebrickable.com/media/sets/fig-000130.jpg
fig-000131,Marge Simpson (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000131.jpg
fig-000132,Monster with Black Helmet,4,https://cdn.rebrickable.com/media/sets/fig-000132.jpg
fig-000133,"Man, Plain Blue, White Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-000133.jpg
fig-000134,"Construction Worker, Red Torso, Blue Legs, Red Hard Hat, Yellow Vest",5,https://cdn.rebrickable.com/media/sets/fig-000134.jpg
fig-000135,"Racer, Blue Jumpsuit with Octan Logo, White Helmet with Visor, Yellow Life Vest",6,https://cdn.rebrickable.com/media/sets/fig-000135.jpg
fig-000136,"Paramedic, Vibrant Yellow Safety Vest, Dark Turquoise Legs, Dark Orange Hair, Safety Glasses",5,https://cdn.rebrickable.com/media/sets/fig-000136.jpg
fig-000137,Soldier (Imperial Soldier) - Bicorne Hat,5,https://cdn.rebrickable.com/media/sets/fig-000137.jpg
fig-000138,"Axel, Trans-Neon Green Visor",5,https://cdn.rebrickable.com/media/sets/fig-000138.jpg
fig-000139,"Worker - Blue Torso, Orange Overall, Black Cap",4,https://cdn.rebrickable.com/media/sets/fig-000139.jpg
fig-000140,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Red Hard Hat, Stubble",4,https://cdn.rebrickable.com/media/sets/fig-000140.jpg
fig-000141,"Volcano Explorer, Man, Olive Green Jumpsuit with Straps, White Hard Hat with Visor, Breathing Apparatus, Airtanks, Goatee Beard",7,https://cdn.rebrickable.com/media/sets/fig-000141.jpg
fig-000142,"AT-AT Driver, Sand Blue Uniform",4,https://cdn.rebrickable.com/media/sets/fig-000142.jpg
fig-000143,Gorzan with Flat Silver Shoulder Armor,6,https://cdn.rebrickable.com/media/sets/fig-000143.jpg
fig-000144,"Luke Skywalker, White Robe, White Legs, Cheek Lines",4,https://cdn.rebrickable.com/media/sets/fig-000144.jpg
fig-000145,Bard the Bowman,4,https://cdn.rebrickable.com/media/sets/fig-000145.jpg
fig-000146,"Racer, White Shirt with Two Stripes and 'S', White Legs, Blue Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-000146.jpg
fig-000147,Jor-El,5,https://cdn.rebrickable.com/media/sets/fig-000147.jpg
fig-000148,"Race Driver, Orange Torso, Orange Legs, Red  Helmet",5,https://cdn.rebrickable.com/media/sets/fig-000148.jpg
fig-000149,Jay ZX with Shoulder Armour,5,https://cdn.rebrickable.com/media/sets/fig-000149.jpg
fig-000150,"Basketball Player, Light Gray torso, Black Legs",3,https://cdn.rebrickable.com/media/sets/fig-000150.jpg
fig-000151,Worriz with Pearl Gold Shoulder Armor,6,https://cdn.rebrickable.com/media/sets/fig-000151.jpg
fig-000152,Sandy Moondust,5,https://cdn.rebrickable.com/media/sets/fig-000152.jpg
fig-000153,"Racer, White Jacket with Zipper, Red Helmet with Visor (3626a Head)",5,https://cdn.rebrickable.com/media/sets/fig-000153.jpg
fig-000154,"Basketball Player, Tan Torso, Black Legs",3,https://cdn.rebrickable.com/media/sets/fig-000154.jpg
fig-000155,"Man, Green Jacket, Blue Legs, Red Helmet with Visor, Yellow Life Vest, Blue Sunglasses",6,https://cdn.rebrickable.com/media/sets/fig-000155.jpg
fig-000156,"Ninja, Red",4,https://cdn.rebrickable.com/media/sets/fig-000156.jpg
fig-000157,Biff Starling,5,https://cdn.rebrickable.com/media/sets/fig-000157.jpg
fig-000158,"Medium Blue Torso, Blue Overall, Blue Cap",4,https://cdn.rebrickable.com/media/sets/fig-000158.jpg
fig-000159,"Race Driver, Red Torso, Red Legs, Red Helmet - Nitro Flash",5,https://cdn.rebrickable.com/media/sets/fig-000159.jpg
fig-000160,"Man, Blue Torso, Red Legs, Red Cap (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000160.jpg
fig-000161,"Chef, Black Apron with Flaming Burger, Black Legs, Red Cap, Glasses",4,https://cdn.rebrickable.com/media/sets/fig-000161.jpg
fig-000162,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Red Hard Hat, Goatee Beard",4,https://cdn.rebrickable.com/media/sets/fig-000162.jpg
fig-000163,"Shadow Stormtrooper, Black, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-000163.jpg
fig-000164,"Policeman, Black Jacket with Zipper, Radio, Badge, and 'POLICE' on Back, White Helmet with Visor, Open Mouth",5,https://cdn.rebrickable.com/media/sets/fig-000164.jpg
fig-000165,"Red Torso, Blue Legs, Blue Cap",4,https://cdn.rebrickable.com/media/sets/fig-000165.jpg
fig-000166,"Imperial Officer / Captain / Commandant / Commander, Battle Armor, Black Hips",4,https://cdn.rebrickable.com/media/sets/fig-000166.jpg
fig-000167,"Blue Torso, White Legs, Blue Arctic Hood",4,https://cdn.rebrickable.com/media/sets/fig-000167.jpg
fig-000168,"Soccer Player White Torso with Blue/Red Stripes, Blue Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-000168.jpg
fig-000169,"Policeman, Dark Blue Jacket with Zipper, Badge, and 'POLICE' on Back, White Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-000169.jpg
fig-000170,"Man - White Torso, Black Legs, Red Hat, Black Legs",4,https://cdn.rebrickable.com/media/sets/fig-000170.jpg
fig-000171,Rocker Girl,4,https://cdn.rebrickable.com/media/sets/fig-000171.jpg
fig-000172,"White Torso, Green Overall, Green Cap",4,https://cdn.rebrickable.com/media/sets/fig-000172.jpg
fig-000173,Chess Piece - Crown - Pawn,4,https://cdn.rebrickable.com/media/sets/fig-000173.jpg
fig-000174,"Racer, Red Jacket with Zipper, Red Helmet with Visor (3626a Head)",5,https://cdn.rebrickable.com/media/sets/fig-000174.jpg
fig-000175,"Man, Blue Overalls over Shirt, Blue Legs, Red Cap, Goatee Beard",4,https://cdn.rebrickable.com/media/sets/fig-000175.jpg
fig-000176,Soccer Player,4,https://cdn.rebrickable.com/media/sets/fig-000176.jpg
fig-000177,Hockey Player,6,https://cdn.rebrickable.com/media/sets/fig-000177.jpg
fig-000178,Zombie Driver,4,https://cdn.rebrickable.com/media/sets/fig-000178.jpg
fig-000179,"Mia - Medium Blue Top, Lime Shorts",4,https://cdn.rebrickable.com/media/sets/fig-000179.jpg
fig-000180,Dastan,4,https://cdn.rebrickable.com/media/sets/fig-000180.jpg
fig-000181,"Man, White Torso with Red and Blue Stripes, White Legs, Red Helmet",4,https://cdn.rebrickable.com/media/sets/fig-000181.jpg
fig-000182,"Man, Black Vest and Tie, Dark Bluish Gray Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-000182.jpg
fig-000183,"Man, White Vest with Truck, Blue Legs, Blue Cap (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000183.jpg
fig-000184,"King Leo (Knights Kingdom I) - Lion Shield, Helmet",5,https://cdn.rebrickable.com/media/sets/fig-000184.jpg
fig-000185,"Policeman, Black Jacket with Pocket and Badge, White Hat, Smile",4,https://cdn.rebrickable.com/media/sets/fig-000185.jpg
fig-000186,Sherry Scratchen-Post (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000186.jpg
fig-000187,"Paramedic, Vibrant Yellow Safety Vest, Dark Turquoise Legs, Dark Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-000187.jpg
fig-000188,"Olivia - Magenta Top, Dark Blue Shorts",4,https://cdn.rebrickable.com/media/sets/fig-000188.jpg
fig-000189,"Flexible Gymnast, Team GB (CMF)",5,https://cdn.rebrickable.com/media/sets/fig-000189.jpg
fig-000190,"Rebel Trooper in Hoth Uniform, Tan Hat, Moustache",6,https://cdn.rebrickable.com/media/sets/fig-000190.jpg
fig-000191,Troll Warrior 3 (Orc),4,https://cdn.rebrickable.com/media/sets/fig-000191.jpg
fig-000192,"Emma - Lavender Top, Bright Light Blue Skirt",4,https://cdn.rebrickable.com/media/sets/fig-000192.jpg
fig-000193,Slithraa,3,https://cdn.rebrickable.com/media/sets/fig-000193.jpg
fig-000194,Spaceman (2447 Visor),5,https://cdn.rebrickable.com/media/sets/fig-000194.jpg
fig-000195,Harry Cane,5,https://cdn.rebrickable.com/media/sets/fig-000195.jpg
fig-000196,"TIE Pilot, Plain Legs, Plain Black Head (30408 Helmet)",4,https://cdn.rebrickable.com/media/sets/fig-000196.jpg
fig-000197,Artist (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000197.jpg
fig-000198,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Helmet and Visor, Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-000198.jpg
fig-000199,"Emma - Medium Blue Crop Top, Dark Pink Shorts",5,https://cdn.rebrickable.com/media/sets/fig-000199.jpg
fig-000200,"Woman, Tied Pink Tank Top with Flowers, White Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-000200.jpg
fig-000201,Lifeguard (CMF),4,https://cdn.rebrickable.com/media/sets/fig-000201.jpg
fig-000202,"Olivia - White Top, Sand Blue Skirt, Headphones",5,https://cdn.rebrickable.com/media/sets/fig-000202.jpg
fig-000203,"Woman, White Shirt with Pockets, White Legs, Red Hair, Yellow Life Vest",5,https://cdn.rebrickable.com/media/sets/fig-000203.jpg
fig-000204,Werewolf,4,https://cdn.rebrickable.com/media/sets/fig-000204.jpg
fig-000205,"Man, White Jacket with Zipper, Red Legs, Red Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-000205.jpg
fig-000206,"LEGOLAND Blue Torso, Blue Legs, Blue Cowboy Hat",4,https://cdn.rebrickable.com/media/sets/fig-000206.jpg
fig-000207,"Man, White Top with Large Red Stripe and 2 Blue Stripes, Blue Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-000207.jpg
fig-000208,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet  (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000208.jpg
fig-000209,"Man, Plain Red, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-000209.jpg
fig-000210,Razcal with Shoulder Armor,10,https://cdn.rebrickable.com/media/sets/fig-000210.jpg
fig-000211,"Waiter, Man, Black Suit and Bow Tie, Chef Hat",4,https://cdn.rebrickable.com/media/sets/fig-000211.jpg
fig-000212,"White Torso, Blue Overall, Red Hard Hat",4,https://cdn.rebrickable.com/media/sets/fig-000212.jpg
fig-000213,Lord Garmadon (The Golden Weapons),5,https://cdn.rebrickable.com/media/sets/fig-000213.jpg
fig-000214,Grumlo with Flat Silver Shoulder Armor,6,https://cdn.rebrickable.com/media/sets/fig-000214.jpg
fig-000215,"Chef, Red Neckerchief, Blue Legs, Red Cap",4,https://cdn.rebrickable.com/media/sets/fig-000215.jpg
fig-000216,"Knight (Royal Knights) - Blue Legs, Dark Gray Neck-Protector",4,https://cdn.rebrickable.com/media/sets/fig-000216.jpg
fig-000217,"Archer (Scale Mail on Red) - Black Arms, Light Gray Legs",5,https://cdn.rebrickable.com/media/sets/fig-000217.jpg
fig-000218,Man with Blue Torso and Black Pants,4,https://cdn.rebrickable.com/media/sets/fig-000218.jpg
fig-000219,"Emma - Lavender Top, Dark Blue Skirt",4,https://cdn.rebrickable.com/media/sets/fig-000219.jpg
fig-000220,"Racer, White Shirt with Two Stripes and 'S', White Legs, Red Helmet",4,https://cdn.rebrickable.com/media/sets/fig-000220.jpg
fig-000221,"Man, Blue Overalls, Red Cap (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000221.jpg
fig-000222,"Tina - White/Silver Top, Dark Purple Skirt",4,https://cdn.rebrickable.com/media/sets/fig-000222.jpg
fig-000223,Martian Manhunter (J'onn J'onzz),4,https://cdn.rebrickable.com/media/sets/fig-000223.jpg
fig-000224,"Chef, Red Neckerchief, White Legs, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-000224.jpg
fig-000225,"Policeman, Black Suit with Pocket and Badge, White Hat (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-000225.jpg
fig-000226,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Breathing Apparatus, Airtanks, Silver Sunglasses",7,https://cdn.rebrickable.com/media/sets/fig-000226.jpg
fig-000227,Superman,5,https://cdn.rebrickable.com/media/sets/fig-000227.jpg
fig-000228,"Man, Red Jacket with Classic Space Logo, Dark Orange Hair",4,https://cdn.rebrickable.com/media/sets/fig-000228.jpg
fig-000229,"Res-Q Man, Black Cap, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-000229.jpg
fig-000230,"White Torso, Blue Legs, Red Cap - Anaheim",4,https://cdn.rebrickable.com/media/sets/fig-000230.jpg
fig-000231,"Man, White Shirt with Shell Logo, Red Cap",4,https://cdn.rebrickable.com/media/sets/fig-000231.jpg
fig-000232,Eris in Silver Outfit with Pearl Gold Shoulder Armor,10,https://cdn.rebrickable.com/media/sets/fig-000232.jpg
fig-000233,"Knight (Dragon Knights) - Light Gray Legs, Black Hips",4,https://cdn.rebrickable.com/media/sets/fig-000233.jpg
